"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021500336",524,203110,"Draymond","Green","BOS","GSW","2015-12-11","MISS Green 27' 3PT Jump Shot",0.931,-30.861,30.51,25.877,-88,252,26,"JMP","LC","AB3"
"0021500336",591,203482,"Kelly","Olynyk","BOS","GSW","2015-12-11","MISS Olynyk 10' Floating Jump Shot",1.496,-32.42,83.489,15.417,-91,31,9,"FJS","L","MR"
"0021500337",204,203114,"Khris","Middleton","TOR","MIL","2015-12-11","MISS Middleton 15' Pullup Jump Shot",1.904,-30.754,77.1,12.514,-132,62,14,"PUJ","L","MR"
"0021500337",209,202335,"Patrick","Patterson","TOR","MIL","2015-12-11","MISS Patterson 24' 3PT Jump Shot",1.372,-33.767,6.201,2.537,243,-21,24,"JMP","R","RC3"
"0021500338",304,201145,"Jeff","Green","MEM","CHA","2015-12-11","MISS Green 19' Jump Shot",1.935,-32.173,23.45,16.176,107,151,18,"JMP","RC","MR"
"0021500338",394,202391,"Jeremy","Lin","MEM","CHA","2015-12-11","MISS Lin 8' Pullup Jump Shot",1.374,-33.36,81.512,30.735,68,41,7,"PUJ","C","PNT"
"0021500338",466,202391,"Jeremy","Lin","MEM","CHA","2015-12-11","MISS Lin 26' 3PT Jump Shot",1.182,-31.465,68.84,39.797,143,218,26,"JMP","RC","AB3"
"0021500338",60,203469,"Cody","Zeller","MEM","CHA","2015-12-11","MISS Zeller 21' Jump Shot",1.83,-32.691,21.396,11.436,128,165,20,"JMP","RC","MR"
"0021500339",104,201582,"Alexis","Ajinca","NOP","WAS","2015-12-11","MISS Ajinca 19' Jump Shot",1.425,-31.336,24.501,20.977,53,178,18,"JMP","C","MR"
"0021500339",373,201971,"DeJuan","Blair","NOP","WAS","2015-12-11","MISS Blair 10' Jump Shot",1.319,-29.139,7.208,14.993,81,52,9,"JMP","R","MR"
"0021500339",417,201162,"Jared","Dudley","NOP","WAS","2015-12-11","MISS Dudley 25' 3PT Jump Shot",1.222,-30.88,21.666,7.404,128,213,24,"JMP","RC","AB3"
"0021500340",495,2755,"Kevin","Martin","DEN","MIN","2015-12-11","MISS Martin 25' 3PT Jump Shot",1.497,-30.925,17.603,44.782,-179,169,24,"JMP","LC","AB3"
"0021500340",574,2755,"Kevin","Martin","DEN","MIN","2015-12-11","MISS Martin 7' Jump Shot",1.378,-32.533,13.99,19.999,12,70,7,"JMP","C","PNT"
"0021500341",247,202324,"Derrick","Favors","UTA","OKC","2015-12-11","MISS Favors 16' Jump Shot",1.655,-31.452,71.608,28.335,43,149,15,"JMP","C","MR"
"0021500341",80,203079,"Dion","Waiters","UTA","OKC","2015-12-11","MISS Waiters 20' Jump Shot",1.433,-30.699,74.594,39.869,153,124,19,"JMP","RC","MR"
"0021500342",26,202695,"Kawhi","Leonard","SAS","LAL","2015-12-11","MISS Leonard 24' 3PT Pullup Jump Shot",1.505,-31.486,23.74,40.126,-173,170,24,"PUJ","LC","AB3"
"0021500342",294,200746,"LaMarcus","Aldridge","SAS","LAL","2015-12-11","MISS Aldridge 12' Jump Shot",2.637,-31.241,88.253,12.037,-120,-5,12,"JMP","L","MR"
"0021500342",47,203492,"Ray","McCallum","SAS","LAL","2015-12-11","MISS McCallum 21' Pullup Jump Shot",1.496,-31.528,26.24,27.015,1,208,20,"PUJ","C","MR"
"0021500343",269,203468,"CJ","McCollum","PHX","POR","2015-12-11","MISS McCollum 25' 3PT Jump Shot",1.443,-32.497,21.341,6.791,58,242,24,"JMP","C","AB3"
"0021500343",31,202720,"Jon","Leuer","PHX","POR","2015-12-11","MISS Leuer 11' Turnaround Jump Shot",1.614,-31.818,4.006,36.345,-107,-1,10,"TAJ","L","MR"
"0021500343",44,202688,"Brandon","Knight","PHX","POR","2015-12-11","MISS Knight 25' 3PT Jump Shot",1.134,-32.021,24.501,9.352,64,239,24,"JMP","C","AB3"
"0021500344",277,101108,"Chris","Paul","BKN","LAC","2015-12-12","MISS Paul 24' 3PT Jump Shot",1.209,-32.154,19.347,44.219,-214,116,24,"JMP","LC","AB3"
"0021500345",128,203087,"Jeremy","Lamb","CHA","BOS","2015-12-12","MISS Lamb 26' 3PT Jump Shot",1.387,-31.667,74.223,43.949,186,175,25,"JMP","RC","AB3"
"0021500345",164,202391,"Jeremy","Lin","CHA","BOS","2015-12-12","MISS Lin 25' 3PT Jump Shot",1.726,-31.725,74.41,6.178,-115,218,24,"JMP","LC","AB3"
"0021500345",270,203109,"Jae","Crowder","CHA","BOS","2015-12-12","MISS Crowder 25' 3PT Jump Shot",0.305,-31.659,70.932,40.895,-83,237,25,"JMP","LC","AB3"
"0021500345",64,201587,"Nicolas","Batum","CHA","BOS","2015-12-12","MISS Batum 25' 3PT Jump Shot",1.389,-30.758,65.798,20.348,-38,244,24,"JMP","C","AB3"
"0021500345",79,201973,"Jonas","Jerebko","CHA","BOS","2015-12-12","MISS Jerebko 9' Hook Shot",2.23,-29.991,12.884,30.722,-63,62,8,"HK","L","PNT"
"0021500346",236,202704,"Reggie","Jackson","DET","IND","2015-12-12","MISS Jackson 18' Jump Shot",0.168,-31.297,14.929,9.1,-25,183,18,"JMP","C","MR"
"0021500346",245,202331,"Paul","George","DET","IND","2015-12-12","MISS George 17' Jump Shot",1.894,-31.721,18.579,12.46,86,141,16,"JMP","RC","MR"
"0021500346",404,203484,"Kentavious","Caldwell-Pope","DET","IND","2015-12-12","MISS Caldwell-Pope 17' Jump Shot",2.321,-29.539,76.793,34.651,150,70,16,"JMP","R","MR"
"0021500347",387,201988,"Patty","Mills","ATL","SAS","2015-12-12","MISS Mills 26' 3PT Running Jump Shot",1.295,-32.167,17.695,44.602,-168,193,25,"RJ","LC","AB3"
"0021500348",132,201565,"Derrick","Rose","CHI","NOP","2015-12-12","MISS Rose 8' Floating Jump Shot",1.438,-31.297,77.644,20.882,-17,75,7,"FJS","C","PNT"
"0021500348",173,202710,"Jimmy","Butler","CHI","NOP","2015-12-12","MISS Butler 13' Jump Shot",1.422,-31.099,89.67,36.302,133,7,13,"JMP","R","MR"
"0021500348",344,202710,"Jimmy","Butler","CHI","NOP","2015-12-12","MISS Butler 15' Jump Shot",1.711,-33.302,21.105,17.652,43,139,14,"JMP","C","MR"
"0021500350",448,200826,"J.J.","Barea","DAL","WAS","2015-12-12","MISS Barea 25' 3PT Jump Shot",1.421,-31.288,68.181,6.058,-163,188,24,"JMP","LC","AB3"
"0021500351",408,203507,"Giannis","Antetokounmpo","MIL","GSW","2015-12-12","MISS Antetokounmpo 12' Jump Shot",1.834,-32.192,17.704,15.635,112,31,11,"JMP","R","MR"
"0021500351",508,203507,"Giannis","Antetokounmpo","MIL","GSW","2015-12-12","MISS Antetokounmpo 26' 3PT Jump Shot",2.547,-31.672,26.892,11.136,153,210,25,"JMP","RC","AB3"
"0021500353",277,202688,"Brandon","Knight","PHX","MIN","2015-12-13","MISS Knight 28' 3PT Jump Shot",1.769,-31.776,34.514,23.386,-11,283,28,"JMP","C","AB3"
"0021500353",323,202688,"Brandon","Knight","PHX","MIN","2015-12-13","MISS Knight 25' 3PT Jump Shot",1.418,-31.043,66.012,35.812,155,190,24,"JMP","RC","AB3"
"0021500355",323,203477,"Isaiah","Canaan","TOR","PHI","2015-12-13","MISS Canaan 25' 3PT Jump Shot",0.788,-32.25,24.434,42.406,-143,200,24,"JMP","LC","AB3"
"0021500356",192,201586,"Serge","Ibaka","OKC","UTA","2015-12-13","MISS Ibaka 20' Jump Shot",1.231,-32.269,24.977,23.297,2,200,20,"JMP","C","MR"
"0021500356",203,202692,"Alec","Burks","OKC","UTA","2015-12-13","MISS Burks 20' Jump Shot",1.708,-32.012,69.402,34.791,128,156,20,"JMP","RC","MR"
"0021500356",389,201142,"Kevin","Durant","OKC","UTA","2015-12-13","MISS Durant 24' 3PT Jump Shot",1.606,-31.818,64.132,20.738,-1,239,23,"JMP","C","AB3"
"0021500357",329,202730,"Lavoy","Allen","IND","TOR","2015-12-14","MISS Allen 18' Jump Shot",2.136,-31.353,74.848,39.009,153,85,17,"JMP","R","MR"
"0021500358",267,203901,"Elfrid","Payton","BKN","ORL","2015-12-14","MISS Payton 14' Jump Shot",1.445,-29.284,21.583,23.101,-6,139,13,"JMP","C","MR"
"0021500358",358,1626209,"Mario","Hezonja","BKN","ORL","2015-12-14","MISS Hezonja 20' Jump Shot",1.341,-31.378,5.701,46.526,-204,-15,20,"JMP","L","MR"
"0021500359",85,202694,"Marcus","Morris","DET","LAC","2015-12-14","MISS Marc Morris 17' Jump Shot",1.475,-30.941,73.194,12.514,-138,101,17,"JMP","LC","MR"
"0021500360",144,203471,"Dennis","Schroder","ATL","MIA","2015-12-14","MISS Schroder 25' 3PT Pullup Jump Shot",1.427,-31.053,64.918,28.875,81,232,24,"PUJ","RC","AB3"
"0021500360",201,101123,"Gerald","Green","ATL","MIA","2015-12-14","MISS Green 24' 3PT Jump Shot",1.199,-31.959,17.988,3.79,171,175,24,"JMP","RC","AB3"
"0021500360",315,201952,"Jeff","Teague","ATL","MIA","2015-12-14","MISS Teague 24' 3PT Pullup Jump Shot",1.109,-32.716,27.606,35.034,-88,228,24,"PUJ","LC","AB3"
"0021500360",486,2547,"Chris","Bosh","ATL","MIA","2015-12-14","MISS Bosh 22' Fadeaway Jumper",1.764,-31.311,78.755,43.879,194,97,21,"FDE","R","MR"
"0021500361",116,202703,"Nikola","Mirotic","CHI","PHI","2015-12-14","MISS Mirotic 25' 3PT Jump Shot",2.229,-30.961,72.308,6.224,-155,195,24,"JMP","LC","AB3"
"0021500362",256,201188,"Marc","Gasol","MEM","WAS","2015-12-14","MISS Gasol 20' Jump Shot",1.629,-31.595,25.416,35.069,-102,174,20,"JMP","LC","MR"
"0021500362",338,202390,"Gary","Neal","MEM","WAS","2015-12-14","MISS Neal 14' Running Jump Shot",1.439,-31.024,84.945,11.549,-138,26,14,"RJ","L","MR"
"0021500363",230,202339,"Eric","Bledsoe","DAL","PHX","2015-12-14","MISS Bledsoe 24' 3PT Jump Shot",1.82,-32.652,11.957,47.009,-225,82,23,"JMP","L","LC3"
"0021500363",34,203458,"Alex","Len","DAL","PHX","2015-12-14","MISS Len 8' Turnaround Jump Shot",1.881,-31.07,13.397,20.717,20,80,8,"TAJ","C","PNT"
"0021500364",184,203504,"Trey","Burke","SAS","UTA","2015-12-14","MISS Burke 26' 3PT Jump Shot",1.596,-31.133,27.118,39.828,-155,208,25,"JMP","LC","AB3"
"0021500364",215,202324,"Derrick","Favors","SAS","UTA","2015-12-14","MISS Favors 17' Jump Shot",1.313,-30.706,16.884,14.235,114,124,16,"JMP","RC","MR"
"0021500364",272,2225,"Tony","Parker","SAS","UTA","2015-12-14","MISS Parker 25' 3PT Jump Shot",0.478,-32.301,5.731,2.848,-246,21,24,"JMP","L","LC3"
"0021500364",276,200746,"LaMarcus","Aldridge","SAS","UTA","2015-12-14","MISS Aldridge 19' Jump Shot",1.448,-31.798,23.125,35.154,-101,156,18,"JMP","LC","MR"
"0021500365",175,201976,"Patrick","Beverley","DEN","HOU","2015-12-14","MISS Beverley 24' 3PT Jump Shot",1.303,-31.703,85.238,47.059,232,70,24,"JMP","R","RC3"
"0021500365",207,2749,"Jameer","Nelson","DEN","HOU","2015-12-14","MISS Nelson 25' 3PT Jump Shot",1.388,-31.954,25.307,9.748,202,144,24,"JMP","RC","AB3"
"0021500365",385,203123,"Kostas","Papanikolaou","DEN","HOU","2015-12-14","MISS Papanikolaou  3PT Jump Shot",1.596,-31.589,86.246,3.016,-225,2,22,"JMP","L","LC3"
"0021500365",81,202700,"Donatas","Motiejunas","DEN","HOU","2015-12-14","MISS Motiejunas 8' Jump Shot",1.635,-32.624,81.128,19.531,-60,52,7,"JMP","C","PNT"
"0021500366",387,201950,"Jrue","Holiday","POR","NOP","2015-12-14","MISS Holiday 26' 3PT Jump Shot",1.285,-31.764,23.915,9.491,151,210,25,"JMP","RC","AB3"
"0021500366",44,203468,"CJ","McCollum","POR","NOP","2015-12-14","MISS McCollum 16' Jump Shot",1.251,-31.134,18.191,34.899,-132,92,16,"JMP","L","MR"
"0021500366",492,202329,"Al-Farouq","Aminu","POR","NOP","2015-12-14","MISS Aminu 12' Turnaround Jump Shot",1.417,-31.504,72.951,27.044,102,70,12,"TAJ","R","MR"
"0021500367",375,203482,"Kelly","Olynyk","BOS","CLE","2015-12-15","MISS Olynyk 25' 3PT Jump Shot",1.375,-31.151,66.791,14.653,-101,232,25,"JMP","LC","AB3"
"0021500367",70,203521,"Matthew","Dellavedova","BOS","CLE","2015-12-15","MISS Dellavedova 8' Floating Jump Shot",1.509,-30.738,87.704,36.51,79,16,8,"FJS","R","PNT"
"0021500368",147,203498,"Shabazz","Muhammad","MIN","DEN","2015-12-15","MISS Muhammad 18' Jump Shot",1.661,-30.884,78.822,11.788,-142,110,17,"JMP","LC","MR"
"0021500368",171,203897,"Zach","LaVine","MIN","DEN","2015-12-15","MISS LaVine 20' Jump Shot",1.406,-32.055,75.999,11.496,-94,174,19,"JMP","LC","MR"
"0021500369",180,203552,"Seth","Curry","SAC","HOU","2015-12-15","MISS Curry 25' 3PT Jump Shot",1.333,-31.685,76.916,46.862,230,105,25,"JMP","RC","AB3"
"0021500371",301,101114,"Deron","Williams","IND","DAL","2015-12-16","MISS D. Williams 25' 3PT Jump Shot",1.461,-31.591,22.131,42.041,-119,219,24,"JMP","LC","AB3"
"0021500371",446,202331,"Paul","George","IND","DAL","2015-12-16","MISS George 26' 3PT Pullup Jump Shot",2.038,-32.255,70.938,10.117,-143,213,25,"PUJ","LC","AB3"
"0021500374",204,202704,"Reggie","Jackson","DET","BOS","2015-12-16","MISS Jackson 15' Jump Shot",2.874,-29.241,16.436,14.221,79,129,15,"JMP","R","PNT"
"0021500374",24,203484,"Kentavious","Caldwell-Pope","DET","BOS","2015-12-16","MISS Caldwell-Pope 19' Jump Shot",1.306,-31.625,12.296,45.289,-191,16,19,"JMP","L","MR"
"0021500375",104,203897,"Zach","LaVine","NYK","MIN","2015-12-16","MISS LaVine 22' Jump Shot",1.558,-31.111,88.45,46.991,220,2,22,"JMP","R","RC3"
"0021500375",325,1626157,"Karl-Anthony","Towns","NYK","MIN","2015-12-16","MISS Towns 18' Jump Shot",1.274,-31.345,21.101,37.443,-124,129,17,"JMP","LC","MR"
"0021500376",278,203088,"Kendall","Marshall","ATL","PHI","2015-12-16","MISS Marshall 24' 3PT Jump Shot",1.579,-30.957,64.323,29.431,91,223,24,"JMP","RC","AB3"
"0021500377",352,201145,"Jeff","Green","CHI","MEM","2015-12-16","MISS Green 17' Jump Shot",1.255,-34.096,90.985,42.105,171,-16,17,"JMP","R","MR"
"0021500377",386,203210,"JaMychal","Green","CHI","MEM","2015-12-16","MISS Green 22' Jump Shot",1.16,-30.323,72.161,14.026,-84,203,21,"JMP","LC","MR"
"0021500378",403,203081,"Damian","Lillard","OKC","POR","2015-12-16","MISS Lillard 25' 3PT Jump Shot",1.342,-31.102,76.919,45.7,200,149,24,"JMP","RC","AB3"
"0021500378",465,203081,"Damian","Lillard","OKC","POR","2015-12-16","MISS Lillard 25' 3PT Jump Shot",1.391,-31.109,70.38,5.975,-129,218,25,"JMP","LC","AB3"
"0021500378",513,201945,"Gerald","Henderson","OKC","POR","2015-12-16","MISS Henderson 16' Pullup Jump Shot",1.539,-31.937,88.965,6.283,-158,23,15,"PUJ","L","MR"
"0021500378",544,203468,"CJ","McCollum","OKC","POR","2015-12-16","MISS McCollum 25' 3PT Jump Shot",1.307,-32.5,75.949,4.93,-155,190,24,"JMP","LC","AB3"
"0021500379",18,201980,"Danny","Green","SAS","WAS","2015-12-16","MISS Green  3PT Jump Shot",1.779,-28.551,4.426,4.292,230,3,23,"JMP","R","RC3"
"0021500380",462,203504,"Trey","Burke","UTA","NOP","2015-12-16","MISS Burke 24' 3PT Jump Shot",1.95,-30.83,68.405,10.788,-166,180,24,"JMP","LC","AB3"
"0021500381",139,203141,"Mirza","Teletovic","GSW","PHX","2015-12-16","MISS Teletovic 20' Jump Shot",0.157,-30.835,76.554,15.765,-96,178,20,"JMP","LC","MR"
"0021500383",199,200768,"Kyle","Lowry","CHA","TOR","2015-12-17","MISS Lowry 16' Jump Shot",1.492,-30.849,78.255,12.368,-109,116,15,"JMP","L","MR"
"0021500383",266,203082,"Terrence","Ross","CHA","TOR","2015-12-17","MISS Ross 24' 3PT Jump Shot",1.553,-32.344,63.559,28.562,117,213,24,"JMP","RC","AB3"
"0021500384",484,201567,"Kevin","Love","CLE","OKC","2015-12-17","MISS Love 27' 3PT Jump Shot",1.551,-32.77,21.273,44.518,-230,139,26,"JMP","LC","AB3"
"0021500384",69,203521,"Matthew","Dellavedova","CLE","OKC","2015-12-17","MISS Dellavedova 18' Jump Shot",2.024,-32.488,86.876,5.698,-179,-6,17,"JMP","L","MR"
"0021500385",218,977,"Kobe","Bryant","LAL","HOU","2015-12-17","MISS Bryant 27' 3PT Jump Shot",1.736,-31.105,14.387,47.246,-191,195,27,"JMP","LC","AB3"
"0021500385",393,202700,"Donatas","Motiejunas","LAL","HOU","2015-12-17","MISS Motiejunas 9' Jump Shot",2.081,-33.575,14.734,32.485,-48,72,8,"JMP","L","PNT"
"0021500385",573,1626156,"D'Angelo","Russell","LAL","HOU","2015-12-17","MISS Russell 26' 3PT Jump Shot",1.382,-31.921,69.64,8.668,-138,218,25,"JMP","LC","AB3"
"0021500385",76,977,"Kobe","Bryant","LAL","HOU","2015-12-17","MISS Bryant 19' Jump Shot",1.329,-31.656,5.365,6.386,187,-16,18,"JMP","R","MR"
"0021500387",169,203459,"Allen","Crabbe","ORL","POR","2015-12-18","MISS Crabbe 16' Pullup Jump Shot",1.495,-32.135,18.045,12.298,125,105,16,"PUJ","RC","MR"
"0021500387",185,203468,"CJ","McCollum","ORL","POR","2015-12-18","MISS McCollum 15' Jump Shot",1.38,-32.811,16.399,14.748,92,120,15,"JMP","R","MR"
"0021500387",289,203081,"Damian","Lillard","ORL","POR","2015-12-18","MISS Lillard 25' 3PT Jump Shot",1.137,-31.232,76.404,45.616,187,164,24,"JMP","RC","AB3"
"0021500388",184,203477,"Isaiah","Canaan","PHI","NYK","2015-12-18","MISS Canaan 27' 3PT Jump Shot",3.086,-33.067,32.522,28.539,38,272,27,"JMP","C","AB3"
"0021500388",342,203496,"Robert","Covington","PHI","NYK","2015-12-18","MISS Covington 27' 3PT Jump Shot",1.161,-30.657,64.909,37.637,174,203,26,"JMP","RC","AB3"
"0021500388",383,203924,"Jerami","Grant","PHI","NYK","2015-12-18","MISS Grant 27' 3PT Jump Shot",1.486,-31.574,65.723,17.151,-91,257,27,"JMP","LC","AB3"
"0021500390",21,201942,"DeMar","DeRozan","MIA","TOR","2015-12-18","MISS DeRozan 20' Jump Shot",1.503,-31.578,9.108,43.985,-201,2,20,"JMP","L","MR"
"0021500391",422,203484,"Kentavious","Caldwell-Pope","CHI","DET","2015-12-18","MISS Caldwell-Pope 18' Jump Shot",1.508,-31.917,73.269,31.823,89,159,18,"JMP","RC","MR"
"0021500392",356,2755,"Kevin","Martin","MIN","SAC","2015-12-18","MISS Martin 9' Jump Shot",1.286,-31.763,15.31,24.574,-1,85,8,"JMP","C","PNT"
"0021500392",54,200765,"Rajon","Rondo","MIN","SAC","2015-12-18","MISS Rondo 8' Jump Shot",1.119,-31.819,11.791,29.568,-45,61,7,"JMP","C","PNT"
"0021500393",390,2746,"Josh","Smith","SAS","LAC","2015-12-18","MISS Smith 24' 3PT Jump Shot",1.611,-31.281,29.175,18.693,123,208,24,"JMP","RC","AB3"
"0021500394",225,201188,"Marc","Gasol","DAL","MEM","2015-12-18","MISS Gasol 14' Jump Shot",1.753,-30.969,86.086,12.797,-143,23,14,"JMP","L","MR"
"0021500395",249,202330,"Gordon","Hayward","UTA","DEN","2015-12-18","MISS Hayward 10' Fadeaway Jumper",1.623,-32.416,12.917,17.251,76,67,10,"FDE","R","PNT"
"0021500396",345,202688,"Brandon","Knight","PHX","NOP","2015-12-18","MISS Knight 25' 3PT Jump Shot",1.512,-31.421,64.604,18.684,-79,232,24,"JMP","LC","AB3"
"0021500397",300,202328,"Greg","Monroe","GSW","MIL","2015-12-18","MISS Monroe 15' Jump Shot",1.551,-31.24,11.477,37.075,-145,38,14,"JMP","L","MR"
"0021500398",27,101150,"Lou","Williams","OKC","LAL","2015-12-19","MISS Williams 17' Pullup Jump Shot",1.949,-32.178,19.762,39.932,-125,120,17,"PUJ","LC","MR"
"0021500399",119,202689,"Kemba","Walker","WAS","CHA","2015-12-19","MISS Walker 19' Jump Shot",1.607,-31.982,75.876,11.457,-129,144,19,"JMP","LC","MR"
"0021500399",200,202689,"Kemba","Walker","WAS","CHA","2015-12-19","MISS Walker 9' Jump Shot",1.513,-30.485,75.76,23.35,-7,92,9,"JMP","C","PNT"
"0021500399",454,202322,"John","Wall","WAS","CHA","2015-12-19","MISS Wall 15' Jump Shot",1.614,-31.832,70.835,27.135,45,146,15,"JMP","C","MR"
"0021500400",23,2546,"Carmelo","Anthony","NYK","CHI","2015-12-19","MISS Anthony 26' 3PT Jump Shot",1.494,-31.739,70.615,7.295,-165,198,25,"JMP","LC","AB3"
"0021500400",64,204001,"Kristaps","Porzingis","NYK","CHI","2015-12-19","MISS Porzingis 25' 3PT Jump Shot",1.193,-32.554,69.64,9.677,-173,174,24,"JMP","LC","AB3"
"0021500400",83,2550,"Kirk","Hinrich","NYK","CHI","2015-12-19","MISS Hinrich 25' 3PT Jump Shot",1.843,-32.993,21.567,42.414,-233,100,25,"JMP","LC","AB3"
"0021500401",322,200755,"JJ","Redick","HOU","LAC","2015-12-19","MISS Redick  3PT Jump Shot",1.359,-30.901,91.374,46.427,225,-16,22,"JMP","R","RC3"
"0021500401",534,201147,"Corey","Brewer","HOU","LAC","2015-12-19","MISS Brewer 24' 3PT Jump Shot",1.127,-31.315,88.75,46.686,233,31,23,"JMP","R","RC3"
"0021500401",625,202325,"Wesley","Johnson","HOU","LAC","2015-12-19","MISS W. Johnson 24' Jump Shot",1.758,-31.253,10.24,3.332,189,141,23,"JMP","RC","MR"
"0021500401",88,202325,"Wesley","Johnson","HOU","LAC","2015-12-19","MISS W. Johnson 24' 3PT Jump Shot",1.512,-30.786,88.194,2.899,-240,-1,24,"JMP","L","LC3"
"0021500403",478,203897,"Zach","LaVine","BKN","MIN","2015-12-20","MISS LaVine 7' Jump Shot",1.447,-33.207,13.561,23.331,-2,67,6,"JMP","C","PNT"
"0021500404",203,203459,"Allen","Crabbe","MIA","POR","2015-12-20","MISS Crabbe 24' 3PT Jump Shot",1.173,-31.932,29.207,23.66,-1,242,24,"JMP","C","AB3"
"0021500404",398,203468,"CJ","McCollum","MIA","POR","2015-12-20","MISS McCollum 20' Jump Shot",1.329,-31.441,70.697,36.711,140,146,20,"JMP","RC","MR"
"0021500404",415,2547,"Chris","Bosh","MIA","POR","2015-12-20","MISS Bosh 25' 3PT Jump Shot",1.404,-32.05,29.592,27.904,-88,234,25,"JMP","LC","AB3"
"0021500405",125,203100,"Tony","Wroten","CLE","PHI","2015-12-20","MISS Wroten 25' 3PT Jump Shot",1.492,-31.39,64.001,31.345,112,223,24,"JMP","RC","AB3"
"0021500405",180,2544,"LeBron","James","CLE","PHI","2015-12-20","MISS James 24' 3PT Jump Shot",1.641,-31.627,24.974,41.468,-174,169,24,"JMP","LC","AB3"
"0021500405",402,203100,"Tony","Wroten","CLE","PHI","2015-12-20","MISS Wroten 26' 3PT Jump Shot",1.359,-31.457,26.652,36.809,-165,198,25,"JMP","LC","AB3"
"0021500405",579,2210,"Richard","Jefferson","CLE","PHI","2015-12-20","MISS Jefferson 18' Jump Shot",1.352,-31.672,68.885,29.196,87,159,18,"JMP","RC","MR"
"0021500405",95,202697,"Iman","Shumpert","CLE","PHI","2015-12-20","MISS Shumpert 25' 3PT Jump Shot",1.895,-32.695,21.453,7.928,140,203,24,"JMP","RC","AB3"
"0021500406",23,202688,"Brandon","Knight","PHX","MIL","2015-12-20","MISS Knight 21' Jump Shot",2.056,-32.551,24.968,13.808,53,205,21,"JMP","C","MR"
"0021500406",475,201564,"O.J.","Mayo","PHX","MIL","2015-12-20","MISS Mayo 26' 3PT Step Back Jump Shot",1.648,-31.837,24.725,39.718,-161,198,25,"SBJ","LC","AB3"
"0021500407",507,203901,"Elfrid","Payton","ORL","ATL","2015-12-20","MISS Payton 18' Pullup Jump Shot",1.615,-30.718,72.633,19.419,-76,159,17,"PUJ","LC","MR"
"0021500408",148,2449,"Luis","Scola","TOR","SAC","2015-12-20","MISS Scola 25' 3PT Jump Shot",1.215,-30.868,25.425,38.522,-173,174,24,"JMP","LC","AB3"
"0021500408",533,200752,"Rudy","Gay","TOR","SAC","2015-12-20","MISS Gay 26' 3PT Jump Shot",1.651,-30.712,17.708,3.668,218,134,25,"JMP","RC","AB3"
"0021500408",70,200768,"Kyle","Lowry","TOR","SAC","2015-12-20","MISS Lowry 18' Pullup Jump Shot",0.426,-30.944,66.838,33.312,-133,126,18,"PUJ","LC","MR"
"0021500409",225,201950,"Jrue","Holiday","DEN","NOP","2015-12-20","MISS Holiday 25' 3PT Jump Shot",1.478,-32.889,90.456,47.124,245,-5,24,"JMP","R","RC3"
"0021500409",510,2749,"Jameer","Nelson","DEN","NOP","2015-12-20","MISS Nelson  3PT Jump Shot",0.195,-32.155,26.626,12.321,-230,2,23,"JMP","L","LC3"
"0021500409",531,203115,"Will","Barton","DEN","NOP","2015-12-20","MISS Barton 26' 3PT Jump Shot",1.564,-31.505,63.047,21.072,2,257,25,"JMP","C","AB3"
"0021500412",141,203932,"Aaron","Gordon","NYK","ORL","2015-12-21","MISS Gordon 18' Jump Shot",1.096,-32.053,69.804,21.188,-14,183,18,"JMP","C","MR"
"0021500413",220,203459,"Allen","Crabbe","ATL","POR","2015-12-21","MISS Crabbe 24' 3PT Jump Shot",1.55,-31.295,16.043,3.518,194,149,24,"JMP","RC","AB3"
"0021500413",352,203090,"Maurice","Harkless","ATL","POR","2015-12-21","MISS Harkless 25' 3PT Jump Shot",1.436,-31.271,76.012,3.99,-140,203,24,"JMP","LC","AB3"
"0021500413",472,203934,"Lamar","Patterson","ATL","POR","2015-12-21","MISS Patterson 25' 3PT Jump Shot",1.471,-31.609,20.399,4.862,151,203,25,"JMP","RC","AB3"
"0021500415",123,201150,"Spencer","Hawes","HOU","CHA","2015-12-21","MISS Hawes 24' 3PT Jump Shot",1.599,-31.407,65.165,31.12,120,213,24,"JMP","RC","AB3"
"0021500416",216,202331,"Paul","George","SAS","IND","2015-12-21","MISS George 18' Step Back Jump Shot",0.183,-31.205,19.475,25.348,169,51,17,"SBJ","R","MR"
"0021500416",233,202331,"Paul","George","SAS","IND","2015-12-21","MISS George 25' 3PT Pullup Jump Shot",1.241,-31.107,29.42,21.781,32,252,25,"PUJ","C","AB3"
"0021500416",394,201980,"Danny","Green","SAS","IND","2015-12-21","MISS Green 25' 3PT Pullup Jump Shot",1.412,-31.979,24.493,9.318,171,178,24,"PUJ","RC","AB3"
"0021500417",399,202344,"Trevor","Booker","UTA","PHX","2015-12-21","MISS Booker 9' Turnaround Jump Shot",1.982,-33.426,8.027,32.43,-79,41,8,"TAJ","L","PNT"
"0021500418",347,203079,"Dion","Waiters","LAC","OKC","2015-12-21","MISS Waiters 24' 3PT Jump Shot",1.665,-31.147,19.968,7.468,176,170,24,"JMP","RC","AB3"
"0021500419",25,201188,"Marc","Gasol","PHI","MEM","2015-12-22","MISS Gasol 9' Turnaround Jump Shot",1.445,-30.867,89.528,16.14,-89,7,8,"TAJ","L","MR"
