"gid","rid","pid","fnm","lnm","htm","atm","dt","d","dc","g","rx","ry","lcx","lcy","dst","shtp","shza","shzb"
"0021500419",43,203496,"Robert","Covington","PHI","MEM","2015-12-22","MISS Covington 27' 3PT Jump Shot",1.755,-31.399,30.1,15.937,143,224,26,"JMP","RC","AB3"
"0021500421",293,101114,"Deron","Williams","TOR","DAL","2015-12-22","MISS D. Williams 20' Turnaround Jump Shot",1.51,-30.551,12.541,6.045,191,72,20,"TAJ","R","MR"
"0021500423",26,101107,"Marvin","Williams","CHA","BOS","2015-12-23","MISS Williams 26' 3PT Jump Shot",1.213,-31.724,82.806,3.271,-230,111,25,"JMP","LC","AB3"
"0021500423",523,203087,"Jeremy","Lamb","CHA","BOS","2015-12-23","MISS Lamb 21' Jump Shot",0.297,-30.217,69.997,36.097,-161,129,20,"JMP","LC","MR"
"0021500424",97,203521,"Matthew","Dellavedova","CLE","NYK","2015-12-23","MISS Dellavedova 25' 3PT Jump Shot",1.404,-30.571,29.678,17.811,-27,249,25,"JMP","C","AB3"
"0021500425",116,201954,"Darren","Collison","IND","SAC","2015-12-23","MISS Collison 26' 3PT Jump Shot",1.141,-31.722,78.653,2.408,-227,129,26,"JMP","LC","AB3"
"0021500426",121,203093,"Terrence","Jones","ORL","HOU","2015-12-23","MISS Jones 27' 3PT Jump Shot",1.641,-29.441,30.266,27.647,-40,262,26,"JMP","C","AB3"
"0021500427",55,202066,"Garrett","Temple","WAS","MEM","2015-12-23","MISS Temple 24' 3PT Jump Shot",1.293,-31.794,6.582,46.393,-240,47,24,"JMP","L","LC3"
"0021500428",203,101127,"Jarrett","Jack","BKN","DAL","2015-12-23","MISS Jack 7' Fadeaway Jumper",1.005,-29.24,16.806,26.777,-4,65,6,"FDE","C","PNT"
"0021500428",411,2207,"Joe","Johnson","BKN","DAL","2015-12-23","MISS Johnson 28' 3PT Jump Shot",1.188,-31.127,60.791,33.712,128,252,28,"JMP","RC","AB3"
"0021500428",436,202718,"Chandler","Parsons","BKN","DAL","2015-12-23","MISS Parsons 25' 3PT Jump Shot",1.873,-31.327,22.156,7.569,114,223,25,"JMP","RC","AB3"
"0021500429",136,2581,"Steve","Blake","ATL","DET","2015-12-23","MISS Blake 17' Pullup Jump Shot",1.502,-34.99,14.398,35.498,-83,144,16,"PUJ","LC","MR"
"0021500429",60,101141,"Ersan","Ilyasova","ATL","DET","2015-12-23","MISS Ilyasova 25' 3PT Jump Shot",1.425,-32.697,25.276,37.484,-122,214,24,"JMP","LC","AB3"
"0021500429",71,203471,"Dennis","Schroder","ATL","DET","2015-12-23","MISS Schroder 25' 3PT Pullup Jump Shot",1.318,-30.593,67.487,35.46,158,200,25,"PUJ","RC","AB3"
"0021500431",21,202695,"Kawhi","Leonard","MIN","SAS","2015-12-23","MISS Leonard 22' Jump Shot",1.23,-31.382,89.254,3.896,-219,-6,21,"JMP","L","MR"
"0021500431",318,201988,"Patty","Mills","MIN","SAS","2015-12-23","MISS Mills  3PT Jump Shot",0.421,-33.078,80.188,2.755,225,2,22,"JMP","R","RC3"
"0021500431",38,2225,"Tony","Parker","MIN","SAS","2015-12-23","MISS Parker 24' Jump Shot",1.492,-31.842,76.069,44.688,192,139,23,"JMP","R","MR"
"0021500431",67,200746,"LaMarcus","Aldridge","MIN","SAS","2015-12-23","MISS Aldridge 16' Jump Shot",2.015,-30.865,74.078,31.498,79,139,15,"JMP","C","MR"
"0021500432",560,1626242,"Luis","Montero","NOP","POR","2015-12-23","MISS Montero 26' 3PT Jump Shot",1.147,-31.751,21.98,44.899,-199,169,26,"JMP","LC","AB3"
"0021500434",207,202692,"Alec","Burks","GSW","UTA","2015-12-23","MISS Burks 12' Jump Shot",1.448,-29.872,6.505,34.875,-115,7,11,"JMP","L","MR"
"0021500434",214,1626168,"Trey","Lyles","GSW","UTA","2015-12-23","MISS Lyles 13' Jump Shot",1.157,-34.113,4.262,36.648,-133,8,13,"JMP","L","MR"
"0021500434",85,203918,"Rodney","Hood","GSW","UTA","2015-12-23","MISS Hood 11' Jump Shot",1.312,-31.99,15.754,21.878,35,106,11,"JMP","C","PNT"
"0021500435",325,977,"Kobe","Bryant","LAL","OKC","2015-12-23","MISS Bryant 26' 3PT Jump Shot",1.742,-30.587,66.93,11.174,-142,213,25,"JMP","LC","AB3"
"0021500435",458,201627,"Anthony","Morrow","LAL","OKC","2015-12-23","MISS Morrow 24' 3PT Jump Shot",0.941,-32.674,11.459,46.948,60,232,23,"JMP","C","AB3"
"0021500435",69,977,"Kobe","Bryant","LAL","OKC","2015-12-23","MISS Bryant 26' 3PT Jump Shot",2.027,-31.315,11.7,2.351,205,154,25,"JMP","RC","AB3"
"0021500436",461,2547,"Chris","Bosh","MIA","NOP","2015-12-25","MISS Bosh 17' Jump Shot",1.53,-31.457,24.258,19.775,-1,169,16,"JMP","C","MR"
"0021500436",513,2547,"Chris","Bosh","MIA","NOP","2015-12-25","MISS Bosh 10' Turnaround Jump Shot",1.266,-33.667,12.925,18.743,73,75,10,"TAJ","R","PNT"
"0021500437",248,202703,"Nikola","Mirotic","OKC","CHI","2015-12-25","MISS Mirotic 26' 3PT Jump Shot",1.999,-32.16,63.285,36.006,130,223,25,"JMP","RC","AB3"
"0021500437",64,201586,"Serge","Ibaka","OKC","CHI","2015-12-25","MISS Ibaka 18' Jump Shot",1.219,-31.256,23.213,17.237,53,175,18,"JMP","C","MR"
"0021500438",163,2738,"Andre","Iguodala","GSW","CLE","2015-12-25","MISS Iguodala 24' 3PT Pullup Jump Shot",1.099,-31.211,21.367,5.322,119,214,24,"PUJ","RC","AB3"
"0021500438",542,2544,"LeBron","James","GSW","CLE","2015-12-25","MISS James 28' 3PT Jump Shot",2.007,-32.187,29.695,36.785,-196,203,28,"JMP","LC","AB3"
"0021500440",122,201156,"Nick","Young","LAL","LAC","2015-12-25","MISS Young 20' Jump Shot",1.578,-31.549,18.677,7.314,166,115,20,"JMP","R","MR"
"0021500440",219,977,"Kobe","Bryant","LAL","LAC","2015-12-25","MISS Bryant 26' 3PT Jump Shot",1.448,-31.362,25.746,40.199,-135,228,26,"JMP","LC","AB3"
"0021500440",471,101138,"Brandon","Bass","LAL","LAC","2015-12-25","MISS Bass 16' Jump Shot",1.464,-30.571,72.019,27.904,24,160,16,"JMP","C","MR"
"0021500445",351,201950,"Jrue","Holiday","NOP","HOU","2015-12-26","MISS Holiday  3PT Jump Shot",1.423,-31.708,85.633,46.69,230,8,23,"JMP","R","RC3"
"0021500445",353,201951,"Ty","Lawson","NOP","HOU","2015-12-26","MISS Lawson 22' Step Back Jump Shot",1.744,-31.793,19.379,7.539,143,164,21,"SBJ","RC","MR"
"0021500446",142,202694,"Marcus","Morris","DET","BOS","2015-12-26","MISS Marc Morris 7' Hook Shot",1.317,-29.838,13.629,26.843,-53,38,6,"HK","C","PNT"
"0021500446",154,203083,"Andre","Drummond","DET","BOS","2015-12-26","MISS Drummond 7' Hook Shot",1.62,-31.869,16.027,27.306,-65,36,7,"HK","C","PNT"
"0021500446",160,202694,"Marcus","Morris","DET","BOS","2015-12-26","MISS Marc Morris 10' Jump Shot",2.515,-28.111,5.271,12.924,102,16,10,"JMP","R","MR"
"0021500446",45,203484,"Kentavious","Caldwell-Pope","DET","BOS","2015-12-26","MISS Caldwell-Pope 7' Running Jump Shot",12.217,-28.252,7.427,21.609,64,28,6,"RJ","C","PNT"
"0021500447",181,202066,"Garrett","Temple","BKN","WAS","2015-12-26","MISS Temple 24' 3PT Jump Shot",1.019,-32.242,82.229,46.298,243,-11,24,"JMP","R","RC3"
"0021500447",190,203499,"Shane","Larkin","BKN","WAS","2015-12-26","MISS Larkin 18' Pullup Jump Shot",1.297,-31.035,23.15,27.214,2,175,17,"PUJ","C","MR"
"0021500447",30,202711,"Bojan","Bogdanovic","BKN","WAS","2015-12-26","MISS Bogdanovic 8' Turnaround Fadeaway Shot",1.128,-31.053,15.215,25.573,12,82,8,"TFS","C","PNT"
"0021500447",426,101127,"Jarrett","Jack","BKN","WAS","2015-12-26","MISS Jack 8' Floating Jump Shot",5.942,-34.113,6.133,24.517,2,75,7,"FJS","C","PNT"
"0021500447",491,201971,"DeJuan","Blair","BKN","WAS","2015-12-26","MISS Blair 15' Jump Shot",1.381,-31.87,8.412,9.82,145,-5,14,"JMP","R","MR"
"0021500447",65,2207,"Joe","Johnson","BKN","WAS","2015-12-26","MISS Johnson 7' Floating Jump Shot",3.306,-28.45,88.883,25.08,25,70,7,"FJS","C","PNT"
"0021500448",452,203952,"Andrew","Wiggins","MIN","IND","2015-12-26","MISS Wiggins 26' 3PT Jump Shot",1.629,-31.842,72.299,44.053,197,164,25,"JMP","RC","AB3"
"0021500448",87,201937,"Ricky","Rubio","MIN","IND","2015-12-26","MISS Rubio 24' 3PT Jump Shot",1.862,-33.706,4.442,46.305,-237,11,23,"JMP","L","LC3"
"0021500448",98,202331,"Paul","George","MIN","IND","2015-12-26","MISS George 9' Jump Shot",1.515,-31.454,77.282,22.731,0,87,8,"JMP","C","PNT"
"0021500449",472,201166,"Aaron","Brooks","DAL","CHI","2015-12-26","MISS Brooks 24' 3PT Floating Jump Shot",1.538,-30.482,73.119,5.475,-189,144,23,"FJS","LC","AB3"
"0021500450",293,201988,"Patty","Mills","SAS","DEN","2015-12-26","MISS Mills 20' Jump Shot",1.914,-31.583,77.676,40.259,130,149,19,"JMP","RC","MR"
"0021500450",305,203999,"Nikola","Jokic","SAS","DEN","2015-12-26","MISS Jokic 13' Step Back Jump Shot",1.222,-31.336,18.246,23.794,-19,124,12,"SBJ","C","PNT"
"0021500451",174,203496,"Robert","Covington","PHX","PHI","2015-12-26","MISS Covington 15' Jump Shot",1.279,-33.743,86.295,12.543,-150,28,15,"JMP","L","MR"
"0021500451",470,203088,"Kendall","Marshall","PHX","PHI","2015-12-26","MISS Marshall 26' 3PT Jump Shot",1.148,-31.474,24.708,43.193,-227,134,26,"JMP","LC","AB3"
"0021500452",246,1626168,"Trey","Lyles","UTA","LAC","2015-12-26","MISS Lyles  3PT Jump Shot",1.618,-31.909,88.924,3.037,-232,2,23,"JMP","L","LC3"
"0021500452",257,203918,"Rodney","Hood","UTA","LAC","2015-12-26","MISS Hood 25' 3PT Jump Shot",1.744,-31.001,67.421,39.712,123,219,25,"JMP","RC","AB3"
"0021500453",351,201945,"Gerald","Henderson","POR","CLE","2015-12-26","MISS Henderson 19' Step Back Jump Shot",1.888,-31.901,90.259,4.681,-191,7,19,"SBJ","L","MR"
"0021500453",479,1626192,"Pat","Connaughton","POR","CLE","2015-12-26","MISS Connaughton 20' Jump Shot",1.938,-30.316,87.142,3.616,-197,8,19,"JMP","L","MR"
"0021500453",62,203468,"CJ","McCollum","POR","CLE","2015-12-26","MISS McCollum 26' 3PT Jump Shot",2.843,-31.057,27.855,31.531,-194,174,26,"JMP","LC","AB3"
"0021500454",216,202738,"Isaiah","Thomas","BOS","NYK","2015-12-27","MISS Thomas 24' 3PT Jump Shot",1.645,-31.963,25.136,37.883,-189,149,24,"JMP","LC","AB3"
"0021500454",223,2546,"Carmelo","Anthony","BOS","NYK","2015-12-27","MISS Anthony 14' Turnaround Fadeaway Shot",1.115,-32.429,85.342,37.413,143,21,14,"TFS","R","MR"
"0021500454",351,203096,"Jared","Sullinger","BOS","NYK","2015-12-27","MISS Sullinger 19' Jump Shot",1.576,-30.519,71.957,12.003,-88,169,19,"JMP","LC","MR"
"0021500455",323,101150,"Lou","Williams","MEM","LAL","2015-12-27","MISS Williams 26' 3PT Jump Shot",1.466,-32.144,67.51,9.453,-117,228,25,"JMP","LC","AB3"
"0021500455",357,201596,"Mario","Chalmers","MEM","LAL","2015-12-27","MISS Chalmers 25' 3PT Jump Shot",1.295,-31.793,28.452,33.439,-86,232,24,"JMP","LC","AB3"
"0021500455",418,2754,"Tony","Allen","MEM","LAL","2015-12-27","MISS Allen 21' Jump Shot",1.211,-33.462,19.744,11.966,110,175,20,"JMP","RC","MR"
"0021500456",288,203914,"Gary","Harris","OKC","DEN","2015-12-27","MISS Harris 14' Jump Shot",1.413,-32.96,75.134,32.745,94,105,14,"JMP","R","MR"
"0021500458",235,977,"Kobe","Bryant","CHA","LAL","2015-12-28","MISS Bryant 23' Jump Shot",1.584,-29.957,78.15,3.098,-183,139,22,"JMP","LC","MR"
"0021500458",63,977,"Kobe","Bryant","CHA","LAL","2015-12-28","MISS Bryant 25' 3PT Jump Shot",1.731,-31.98,82.443,2.291,-227,101,24,"JMP","LC","AB3"
"0021500459",112,203471,"Dennis","Schroder","IND","ATL","2015-12-28","MISS Schroder 22' Jump Shot",1.616,-31.089,20.486,38.616,-192,115,22,"JMP","L","MR"
"0021500459",181,2594,"Kyle","Korver","IND","ATL","2015-12-28","MISS Korver 24' 3PT Pullup Jump Shot",1.912,-31.799,26.967,37.012,-96,224,24,"PUJ","LC","AB3"
"0021500459",84,203145,"Kent","Bazemore","IND","ATL","2015-12-28","MISS Bazemore 26' 3PT Jump Shot",1.405,-32.939,24.563,40.411,-178,193,26,"JMP","LC","AB3"
"0021500460",163,201950,"Jrue","Holiday","ORL","NOP","2015-12-28","MISS Holiday 13' Pullup Jump Shot",1.444,-31.278,17.051,15.597,87,100,13,"PUJ","R","MR"
"0021500460",362,202708,"Norris","Cole","ORL","NOP","2015-12-28","MISS Cole 20' Pullup Jump Shot",1.348,-32.792,71.602,36.89,146,131,19,"PUJ","RC","MR"
"0021500461",464,201196,"Ramon","Sessions","WAS","LAC","2015-12-28","MISS Sessions 13' Jump Shot",1.745,-30.451,79.861,34.207,97,82,12,"JMP","R","MR"
"0021500461",522,202362,"Lance","Stephenson","WAS","LAC","2015-12-28","MISS Stephenson 20' Jump Shot",1.344,-31.131,23.473,19.789,51,198,20,"JMP","C","MR"
"0021500462",234,101127,"Jarrett","Jack","MIA","BKN","2015-12-28","MISS Jack 24' 3PT Jump Shot",2.042,-28.008,7.128,46.528,-232,43,23,"JMP","L","LC3"
"0021500463",283,2449,"Luis","Scola","CHI","TOR","2015-12-28","MISS Scola 13' Jump Shot",1.322,-29.978,76.718,28.598,61,115,13,"JMP","C","PNT"
"0021500463",3,202710,"Jimmy","Butler","CHI","TOR","2015-12-28","MISS Butler 26' 3PT Jump Shot",1.374,-31.688,69.084,38.246,115,229,25,"JMP","RC","AB3"
"0021500463",314,201960,"DeMarre","Carroll","CHI","TOR","2015-12-28","MISS Carroll 26' 3PT Jump Shot",1.297,-32.692,77.581,4.66,-202,169,26,"JMP","LC","AB3"
"0021500463",355,202685,"Jonas","Valanciunas","CHI","TOR","2015-12-28","MISS Valanciunas 10' Turnaround Jump Shot",1.741,-30.32,88.107,15.08,-104,0,10,"TAJ","L","MR"
"0021500464",285,1717,"Dirk","Nowitzki","DAL","MIL","2015-12-28","MISS Nowitzki  3PT Jump Shot",1.256,-31.383,90.049,2.382,-230,21,23,"JMP","L","LC3"
"0021500465",309,202695,"Kawhi","Leonard","SAS","MIN","2015-12-28","MISS Leonard 20' Jump Shot",2.274,-30.648,72.524,40.992,166,120,20,"JMP","R","MR"
"0021500465",401,1626145,"Tyus","Jones","SAS","MIN","2015-12-28","MISS Jones 18' Jump Shot",1.176,-32.233,21.585,35.952,-106,144,17,"JMP","LC","MR"
"0021500465",95,203940,"Adreian","Payne","SAS","MIN","2015-12-28","MISS Payne 24' 3PT Step Back Jump Shot",1.248,-31.04,82.25,46.013,228,72,23,"SBJ","R","RC3"
"0021500467",437,203918,"Rodney","Hood","UTA","PHI","2015-12-28","MISS Hood 15' Jump Shot",1.375,-31.082,74.632,19.319,-81,131,15,"JMP","L","MR"
"0021500467",495,202330,"Gordon","Hayward","UTA","PHI","2015-12-28","MISS Hayward 20' Jump Shot",1.764,-31.732,83.594,42.976,192,41,19,"JMP","R","MR"
"0021500467",552,202330,"Gordon","Hayward","UTA","PHI","2015-12-28","MISS Hayward 9' Turnaround Fadeaway Shot",1.656,-31.918,78.623,31.899,42,75,8,"TFS","C","PNT"
"0021500468",167,201575,"Brandon","Rush","GSW","SAC","2015-12-28","MISS Rush 24' 3PT Jump Shot",1.986,-30.793,11.538,2.231,225,87,24,"JMP","R","RC3"
"0021500468",205,203546,"Ian","Clark","GSW","SAC","2015-12-28","MISS Clark 24' 3PT Jump Shot",1.416,-32.178,5.67,46.107,-238,21,23,"JMP","L","LC3"
"0021500468",341,200765,"Rajon","Rondo","GSW","SAC","2015-12-28","MISS Rondo 24' 3PT Jump Shot",1.698,-31.453,11.24,3.347,202,134,24,"JMP","RC","AB3"
"0021500470",117,200757,"Thabo","Sefolosha","HOU","ATL","2015-12-29","MISS Sefolosha  3PT Jump Shot",3.215,-31.717,80.655,46.938,227,46,23,"JMP","R","RC3"
"0021500471",332,204020,"Tyler","Johnson","MEM","MIA","2015-12-29","MISS Johnson 48' 3PT Running Jump Shot",5.475,-27.984,37.71,30.968,2,481,48,"RJ","6","7"
"0021500471",404,201144,"Mike","Conley","MEM","MIA","2015-12-29","MISS Conley 18' Jump Shot",1.409,-31.802,15.255,41.84,-138,120,18,"JMP","LC","MR"
"0021500471",416,2547,"Chris","Bosh","MEM","MIA","2015-12-29","MISS Bosh 17' Step Back Jump Shot",2.845,-31.881,89.946,40.518,166,-10,16,"SBJ","R","MR"
"0021500471",428,2548,"Dwyane","Wade","MEM","MIA","2015-12-29","MISS Wade 19' Jump Shot",1.167,-31.944,81.017,41.706,174,80,19,"JMP","R","MR"
"0021500471",484,204020,"Tyler","Johnson","MEM","MIA","2015-12-29","MISS Johnson 25' 3PT Jump Shot",1.385,-32.06,64.046,23.626,32,252,25,"JMP","C","AB3"
"0021500471",51,101123,"Gerald","Green","MEM","MIA","2015-12-29","MISS Green 18' Jump Shot",1.596,-31.358,17.811,36.181,-107,144,17,"JMP","LC","MR"
"0021500471",522,2547,"Chris","Bosh","MEM","MIA","2015-12-29","MISS Bosh 25' 3PT Jump Shot",1.594,-32.482,78.536,3.59,-238,87,25,"JMP","L","LC3"
"0021500473",100,202697,"Iman","Shumpert","DEN","CLE","2015-12-29","MISS Shumpert 25' 3PT Jump Shot",1.612,-31.993,78.816,46.938,232,90,24,"JMP","RC","AB3"
"0021500473",103,202389,"Timofey","Mozgov","DEN","CLE","2015-12-29","MISS Mozgov 31' 3PT Jump Shot",1.924,-30.712,59.81,30.106,40,303,30,"JMP","C","AB3"
"0021500473",303,202389,"Timofey","Mozgov","DEN","CLE","2015-12-29","MISS Mozgov 13' Jump Shot",1.227,-31.807,4.248,38.498,-133,3,13,"JMP","L","MR"
"0021500473",345,201589,"Darrell","Arthur","DEN","CLE","2015-12-29","MISS Arthur 24' 3PT Jump Shot",1.436,-32.318,70.99,42.064,191,151,24,"JMP","RC","AB3"
"0021500474",194,203085,"Austin","Rivers","CHA","LAC","2015-12-30","MISS Rivers 27' 3PT Jump Shot",1.291,-31.072,63.206,32.123,114,247,27,"JMP","RC","AB3"
"0021500474",502,101108,"Chris","Paul","CHA","LAC","2015-12-30","MISS Paul 25' 3PT Jump Shot",1.428,-32.652,23.197,6.317,150,200,25,"JMP","RC","AB3"
"0021500475",209,202699,"Tobias","Harris","ORL","BKN","2015-12-30","MISS Harris 26' 3PT Jump Shot",1.532,-32.225,73.159,42.365,184,185,26,"JMP","RC","AB3"
"0021500475",421,201572,"Brook","Lopez","ORL","BKN","2015-12-30","MISS Lopez 13' Turnaround Fadeaway Shot",1.201,-30.94,86.951,39.652,128,38,13,"TFS","R","MR"
"0021500476",329,203482,"Kelly","Olynyk","BOS","LAL","2015-12-30","MISS Olynyk 13' Jump Shot",1.853,-32.806,76.277,26.801,51,120,13,"JMP","C","PNT"
"0021500477",184,201960,"DeMarre","Carroll","TOR","WAS","2015-12-30","MISS Carroll  3PT Jump Shot",1.21,-30.738,6.746,46.868,-232,8,23,"JMP","L","LC3"
"0021500477",296,101162,"Marcin","Gortat","TOR","WAS","2015-12-30","MISS Gortat 8' Turnaround Jump Shot",1.782,-32.107,14.724,28.999,-63,52,8,"TAJ","L","PNT"
"0021500477",404,200768,"Kyle","Lowry","TOR","WAS","2015-12-30","MISS Lowry 24' 3PT Jump Shot",1.022,-31.778,73.587,43.347,176,170,24,"JMP","RC","AB3"
"0021500478",528,101145,"Monta","Ellis","CHI","IND","2015-12-30","MISS Ellis 15' Pullup Jump Shot",1.433,-31.87,19.591,30.141,-79,131,15,"PUJ","L","PNT"
"0021500478",89,203524,"Solomon","Hill","CHI","IND","2015-12-30","MISS S. Hill 25' 3PT Jump Shot",1.491,-31.621,81.065,3.026,-194,164,25,"JMP","LC","AB3"
"0021500479",149,203918,"Rodney","Hood","MIN","UTA","2015-12-30","MISS Hood 16' Pullup Jump Shot",1.462,-30.751,72.404,29.241,42,159,16,"PUJ","C","MR"
"0021500481",252,202688,"Brandon","Knight","SAS","PHX","2015-12-30","MISS Knight 18' Pullup Jump Shot",1.465,-31.54,70.243,14.793,-78,164,18,"PUJ","LC","MR"
"0021500481",272,2225,"Tony","Parker","SAS","PHX","2015-12-30","MISS Parker 12' Pullup Jump Shot",1.178,-32.634,4.437,15.082,119,11,11,"PUJ","R","MR"
"0021500481",53,202693,"Markieff","Morris","SAS","PHX","2015-12-30","MISS Mark Morris 25' 3PT Jump Shot",1.519,-31.689,22.982,42.319,-166,183,24,"JMP","LC","AB3"
"0021500482",253,203468,"CJ","McCollum","POR","DEN","2015-12-30","MISS McCollum  3PT Pullup Jump Shot",1.874,-30.932,88.185,7.537,-227,16,22,"PUJ","L","LC3"
"0021500482",432,202329,"Al-Farouq","Aminu","POR","DEN","2015-12-30","MISS Aminu 24' 3PT Jump Shot",1.82,-30.849,69.561,9.447,-119,214,24,"JMP","LC","AB3"
"0021500483",427,202397,"Ish","Smith","SAC","PHI","2015-12-30","MISS Smith 7' Jump Shot",1.514,-34.853,86.64,17.21,-68,26,7,"JMP","C","PNT"
"0021500484",30,101145,"Monta","Ellis","IND","MIL","2015-12-31","MISS Ellis 24' 3PT Jump Shot",1.256,-31.271,4.928,47.474,-235,-1,23,"JMP","L","LC3"
"0021500485",285,202691,"Klay","Thompson","HOU","GSW","2015-12-31","MISS Thompson 25' 3PT Pullup Jump Shot",1.308,-31.632,64.811,30.562,66,237,24,"PUJ","C","AB3"
"0021500485",575,203110,"Draymond","Green","HOU","GSW","2015-12-31","MISS Green 24' 3PT Jump Shot",1.826,-31.794,21.032,42.82,-192,151,24,"JMP","LC","AB3"
"0021500485",79,201935,"James","Harden","HOU","GSW","2015-12-31","MISS Harden 17' Pullup Jump Shot",1.515,-32.538,17.661,13.766,119,126,17,"PUJ","RC","MR"
"0021500486",139,1626145,"Tyus","Jones","DET","MIN","2015-12-31","MISS Jones 14' Jump Shot",1.412,-31.534,21.21,34.809,-97,105,14,"JMP","L","MR"
"0021500486",161,203484,"Kentavious","Caldwell-Pope","DET","MIN","2015-12-31","MISS Caldwell-Pope 17' Jump Shot",1.451,-32.016,69.833,24.814,125,120,17,"JMP","RC","MR"
"0021500486",249,203952,"Andrew","Wiggins","DET","MIN","2015-12-31","MISS Wiggins 16' Jump Shot",1.305,-31.062,88.712,10.694,-153,41,15,"JMP","L","MR"
"0021500486",502,203498,"Shabazz","Muhammad","DET","MIN","2015-12-31","MISS Muhammad  3PT Jump Shot",1.804,-31.249,89.578,47.215,228,31,23,"JMP","R","RC3"
"0021500487",117,2037,"Jamal","Crawford","NOP","LAC","2015-12-31","MISS Crawford 25' 3PT Jump Shot",1.388,-32.065,73.733,44.351,212,124,24,"JMP","RC","AB3"
"0021500487",138,203143,"Pablo","Prigioni","NOP","LAC","2015-12-31","MISS Prigioni 26' 3PT Jump Shot",1.38,-31.88,68.379,10.005,-63,249,25,"JMP","C","AB3"
"0021500487",267,202708,"Norris","Cole","NOP","LAC","2015-12-31","MISS Cole 24' 3PT Jump Shot",1.527,-30.137,90.165,2.03,-243,2,24,"JMP","L","LC3"
"0021500489",123,203504,"Trey","Burke","UTA","POR","2015-12-31","MISS Burke 25' 3PT Jump Shot",1.624,-31.799,22.241,6.757,174,174,24,"JMP","RC","AB3"
"0021500489",125,203090,"Maurice","Harkless","UTA","POR","2015-12-31","MISS Harkless  3PT Jump Shot",1.292,-31.121,87.919,47.589,223,7,22,"JMP","R","RC3"
"0021500489",170,202330,"Gordon","Hayward","UTA","POR","2015-12-31","MISS Hayward 10' Jump Shot",2.166,-31.479,8.299,33.028,-96,8,9,"JMP","L","MR"
"0021500489",351,203918,"Rodney","Hood","UTA","POR","2015-12-31","MISS Hood 24' 3PT Jump Shot",1.694,-31.592,66.624,36.799,120,213,24,"JMP","RC","AB3"
"0021500489",438,1626192,"Pat","Connaughton","UTA","POR","2015-12-31","MISS Connaughton 24' 3PT Jump Shot",1.085,-32.048,28.604,34.429,-47,237,24,"JMP","C","AB3"
"0021500490",351,201196,"Ramon","Sessions","WAS","ORL","2016-01-01","MISS Sessions 28' 3PT Jump Shot",1.428,-30.852,70.625,41.658,207,188,27,"JMP","RC","AB3"
"0021500491",242,200826,"J.J.","Barea","MIA","DAL","2016-01-01","MISS Barea 8' Jump Shot",1.14,-32.804,80.352,29.973,55,52,7,"JMP","C","PNT"
"0021500492",350,203082,"Terrence","Ross","TOR","CHA","2016-01-01","MISS Ross 24' 3PT Jump Shot",1.278,-31.153,68.631,38.889,153,190,24,"JMP","RC","AB3"
"0021500492",515,200768,"Kyle","Lowry","TOR","CHA","2016-01-01","MISS Lowry 15' Turnaround Fadeaway Shot",1.215,-30.014,78.212,36.878,146,43,15,"TFS","R","MR"
"0021500493",186,1626171,"Bobby","Portis","CHI","NYK","2016-01-01","MISS Portis  3PT Jump Shot",1.388,-31.424,88.762,2.752,-225,-26,22,"JMP","L","LC3"
"0021500494",166,201156,"Nick","Young","LAL","PHI","2016-01-01","MISS Young  3PT Jump Shot",1.776,-32.227,5.911,2.262,225,3,22,"JMP","R","RC3"
"0021500494",204,1626156,"D'Angelo","Russell","LAL","PHI","2016-01-01","MISS Russell 19' Pullup Jump Shot",1.373,-32.084,22.056,37.175,-97,160,18,"PUJ","LC","MR"
"0021500494",241,203477,"Isaiah","Canaan","LAL","PHI","2016-01-01","MISS Canaan 25' 3PT Jump Shot",1.12,-31.318,74.593,45.553,186,164,24,"JMP","RC","AB3"
"0021500494",524,203924,"Jerami","Grant","LAL","PHI","2016-01-01","MISS Grant 24' 3PT Jump Shot",1.753,-31.901,28.589,31.977,-52,237,24,"JMP","C","AB3"
